experiment_id,dataset,seed,rank,eta,observable_policy,accuracy,macro_f1,runtime_seconds,entanglement_entropy_proxy,did_interaction_delta,pareto_utility_J_eta
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,32,0.0,did_summary,,,,0.0,0.0,0.9376539545589023
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,32,0.25,did_summary,,,,0.2,0.008333333333333304,0.9266552220450508
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,32,0.5,did_summary,,,,0.4,0.008333333333333304,0.926573821173774
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,32,0.75,did_summary,,,,0.6000000000000001,0.0,0.9065475757916769
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,32,1.0,did_summary,,,,0.8,-0.005555555555555647,0.884224771923489
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,48,0.0,fixed_pauli_subset,0.8638888888888889,0.8638698822734454,0.09051871299743652,0.0,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,48,0.0,greedy_operator_optimized,0.8555555555555555,0.8557098162335517,0.07963442802429199,0.0,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,48,0.25,fixed_pauli_subset,0.8222222222222222,0.8228598811672173,0.0746622085571289,0.2,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,48,0.25,greedy_operator_optimized,0.8138888888888889,0.8150972521893985,0.08169293403625488,0.2,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,48,0.5,fixed_pauli_subset,0.8222222222222222,0.8228598811672173,0.10905623435974121,0.4,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,48,0.5,greedy_operator_optimized,0.8138888888888889,0.8150972521893985,0.0946815013885498,0.4,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,48,0.75,fixed_pauli_subset,0.7916666666666666,0.7934360088091822,0.09847021102905273,0.6000000000000001,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,48,0.75,greedy_operator_optimized,0.7861111111111111,0.7882824077786463,0.11722636222839355,0.6000000000000001,,
EXP_SIM_2_ENTANGLE_OBS_DID,FASHION_MNIST_PROXY,19,48,1.0,fixed_pauli_subset,0.7666666666666667,0.7689845413012666,0.12422657012939453,0.8,,
