experiment_id,dataset,seed,rank,delta_accuracy_nonent_vs_emulator,epsilon_phi_feature_error,epsilon_K_kernel_error,bound_ratio_delta_over_Aalpha_eK,macro_f1,nll,runtime_seconds
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,7,48,0.7777777777777778,0.7877777777777778,2.196149382716049,0.2951293537903885,0.8670860194119946,0.4032408222924161,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,11,8,0.02777777777777779,0.03777777777777779,0.07698271604938274,0.3006927962024505,0.9363625949203801,0.1938623079019957,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,11,16,0.638888888888889,0.648888888888889,1.7188345679012347,0.30974906913671046,0.9558328940753926,0.2087445778691286,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,11,24,0.8027777777777778,0.8127777777777778,2.2861632716049383,0.29262191803643206,0.9308607313799288,0.23544772213305443,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,11,32,0.8111111111111111,0.8211111111111111,2.3164456790123458,0.2917944211038517,0.9223269330042141,0.2586890577501917,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,11,48,0.7972222222222223,0.8072222222222223,2.2660521604938273,0.29317588687238055,0.8731982723891164,0.42695038820406556,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,19,8,0.0888888888888889,0.0988888888888889,0.20755679012345682,0.356885814383688,0.9223306140466254,0.23185535557757717,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,19,16,0.675,0.685,1.839225,0.30583533825388415,0.9478447078827944,0.158043617937968,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,19,24,0.8194444444444444,0.8294444444444444,2.346866975308642,0.2909710595252483,0.9364477099384615,0.21108641824197164,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,19,32,0.8611111111111112,0.8711111111111112,2.501056790123457,0.2869157531433626,0.9393883687636677,0.20394505571716723,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,19,48,0.8111111111111111,0.8211111111111111,2.3164456790123458,0.2917944211038517,0.8863614119786936,0.3578400272758269,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,23,8,0.0444444444444444,0.0544444444444444,0.11185308641975299,0.33112217304444763,0.916743143882762,0.22480409915451113,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,23,16,0.6527777777777778,0.6627777777777778,1.764829938271605,0.30823450446122447,0.9421726900044172,0.21263824206133755,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,23,24,0.8166666666666667,0.8266666666666667,2.336711111111111,0.2912450547778454,0.9416351410028565,0.22190033056579778,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,23,32,0.775,0.785,2.1862250000000003,0.29541027722825114,0.9218599897610501,0.23217156732200464,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,23,48,0.8083333333333333,0.8183333333333334,2.3063361111111114,0.2920697932386746,0.9061447038394752,0.32544073855884476,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,42,8,0.05833333333333335,0.06833333333333334,0.14133611111111113,0.3439397810577623,0.9416800003392878,0.21492717947774267,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,42,16,0.6611111111111112,0.6711111111111112,1.7926123456790126,0.3073313241727364,0.9556600552151153,0.15592615340805427,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,42,24,0.8527777777777777,0.8627777777777778,2.469941049382716,0.2877186677494802,0.9417172376261874,0.21344389634527047,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,42,32,0.8527777777777777,0.8627777777777778,2.469941049382716,0.2877186677494802,0.9414524360539493,0.2449887766293283,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,42,48,0.75,0.76,2.0976,0.2979595728451564,0.8574518585111587,0.42910457852485523,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,73,8,0.019444444444444486,0.02944444444444449,0.059755864197530956,0.2711650801357377,0.9230707251189681,0.24027722227968548,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,73,16,0.725,0.735,2.010225,0.3005467878802953,0.9631845013566276,0.15087647729526185,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,73,24,0.8194444444444444,0.8294444444444444,2.346866975308642,0.2909710595252483,0.9467950958758455,0.19361193345466524,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,73,32,0.8222222222222223,0.8322222222222223,2.3570382716049387,0.29069752215717465,0.9277333163823596,0.23960528324412603,0.0
EXP_SIM_3_KERNEL_NULL_BOUND,EMNIST_LETTERS_PROXY,73,48,0.7472222222222222,0.7572222222222222,2.087829938271605,0.2982451653608678,0.8669043021861608,0.4283754436301071,0.0
